MoleculeType	Identifier	MoleculeName	
Proteins	O43526	UniProt:O43526 KCNQ2	
Proteins	P48547	UniProt:P48547 KCNC1	
Proteins	Q14003	UniProt:Q14003 KCNC3	
Proteins	Q96PR1	UniProt:Q96PR1 KCNC2	
Proteins	Q03721	UniProt:Q03721 KCNC4	
Proteins	Q8TDN1	UniProt:Q8TDN1 KCNG4	
Proteins	Q8TAE7	UniProt:Q8TAE7 KCNG3	
Proteins	Q9UIX4	UniProt:Q9UIX4 KCNG1	
Proteins	Q9UJ96	UniProt:Q9UJ96 KCNG2	
Proteins	Q96KK3	UniProt:Q96KK3 KCNS1	
Proteins	Q9BQ31	UniProt:Q9BQ31 KCNS3	
Proteins	Q9ULS6	UniProt:Q9ULS6 KCNS2	
Proteins	Q8NCM2	UniProt:Q8NCM2 KCNH5	
Proteins	O95259	UniProt:O95259 KCNH1	
Proteins	P17658	UniProt:P17658 KCNA6	
Proteins	Q96RP8	UniProt:Q96RP8 KCNA7	
Proteins	Q09470	UniProt:Q09470 KCNA1	
Proteins	Q16322	UniProt:Q16322 KCNA10	
Proteins	P16389	UniProt:P16389 KCNA2	
Proteins	P22459	UniProt:P22459 KCNA4	
Proteins	P22001	UniProt:P22001 KCNA3	
Proteins	P22460	UniProt:P22460 KCNA5	
Proteins	Q6PIU1	UniProt:Q6PIU1 KCNV1	
Proteins	Q8TDN2	UniProt:Q8TDN2 KCNV2	
Proteins	O43448	UniProt:O43448 KCNAB3	
Proteins	Q13303	UniProt:Q13303 KCNAB2	
Proteins	Q14722	UniProt:Q14722 KCNAB1	
Proteins	Q9P1Z3	UniProt:Q9P1Z3 HCN3	
Proteins	O60741	UniProt:O60741 HCN1	
Proteins	Q9UL51	UniProt:Q9UL51 HCN2	
Proteins	Q9Y3Q4	UniProt:Q9Y3Q4 HCN4	
Proteins	Q9UBN1	UniProt:Q9UBN1 CACNG4	
Proteins	P54284	UniProt:P54284 CACNB3	
Proteins	Q08289	UniProt:Q08289 CACNB2	
Proteins	O00305	UniProt:O00305 CACNB4	
Proteins	Q02641	UniProt:Q02641 CACNB1	
Proteins	Q15878	UniProt:Q15878 CACNA1E	
Proteins	Q8IZS8	UniProt:Q8IZS8 CACNA2D3	
Proteins	Q9UIU0	UniProt:Q9UIU0 CACNA2D1	
Proteins	Q9NY47	UniProt:Q9NY47 CACNA2D2	
Proteins	Q9Y698	UniProt:Q9Y698 CACNG2	
Proteins	Q00975	UniProt:Q00975 CACNA1B	
Proteins	O00555	UniProt:O00555 CACNA1A	
Proteins	P22303	UniProt:P22303 ACHE	
Proteins	P06276	UniProt:P06276 BCHE	
Proteins	O15245	UniProt:O15245 SLC22A1	
Proteins	O15244	UniProt:O15244 SLC22A2	
Proteins	P21397	UniProt:P21397 MAOA	
Proteins	P05091	UniProt:P05091 ALDH2	
Proteins	P31645	UniProt:P31645 SLC6A4	
Proteins	Q8WZ04	UniProt:Q8WZ04 LRTOMT	
Proteins	P21964	UniProt:P21964 COMT	
Proteins	Q01959	UniProt:Q01959 SLC6A3	
Proteins	P61764-1	UniProt:P61764-1 STXBP1	
Proteins	O14810	UniProt:O14810 CPLX1	
Proteins	Q86UR5	UniProt:Q86UR5 RIMS1	
Proteins	P60880	UniProt:P60880 SNAP25	
Proteins	Q9H598	UniProt:Q9H598 SLC32A1	
Proteins	P20336	UniProt:P20336 RAB3A	
Proteins	P21579	UniProt:P21579 SYT1	
Proteins	Q05329	UniProt:Q05329 GAD2	
Proteins	Q99259	UniProt:Q99259 GAD1	
Proteins	P63027	UniProt:P63027 VAMP2	
Proteins	P11142	UniProt:P11142 HSPA8	
Proteins	Q9H3Z4	UniProt:Q9H3Z4 DNAJC5	
Proteins	Q16623	UniProt:Q16623 STX1A	
Proteins	P51649	UniProt:P51649 ALDH5A1	
Proteins	P80404	UniProt:P80404 ABAT	
Proteins	Q9NSD5	UniProt:Q9NSD5 SLC6A13	
Proteins	P48066	UniProt:P48066 SLC6A11	
Proteins	P30531	UniProt:P30531 SLC6A1	
Proteins	P48065	UniProt:P48065 SLC6A12	
Proteins	O95153	UniProt:O95153 TSPOAP1	
Proteins	O14795	UniProt:O14795 UNC13B	
Proteins	O75334	UniProt:O75334 PPFIA2	
Proteins	O75335	UniProt:O75335 PPFIA4	
Proteins	O75145	UniProt:O75145 PPFIA3	
Proteins	Q13136	UniProt:Q13136 PPFIA1	
Proteins	Q05940	UniProt:Q05940 SLC18A2	
Proteins	Q16572	UniProt:Q16572 SLC18A3	
Proteins	P28329	UniProt:P28329 CHAT	
Proteins	Q9GZV3	UniProt:Q9GZV3 SLC5A7	
Proteins	P17600	UniProt:P17600 SYN1	
Proteins	Q92777	UniProt:Q92777 SYN2	
Proteins	O14994	UniProt:O14994 SYN3	
Proteins	O94925	UniProt:O94925 GLS	
Proteins	Q9UI32	UniProt:Q9UI32 GLS2	
Proteins	Q96QD8	UniProt:Q96QD8 SLC38A2	
Proteins	P48664	UniProt:P48664 SLC1A6	
Proteins	P43004	UniProt:P43004 SLC1A2	
Proteins	P43003	UniProt:P43003 SLC1A3	
Proteins	P43005	UniProt:P43005 SLC1A1	
Proteins	O00341	UniProt:O00341 SLC1A7	
Proteins	O75915	UniProt:O75915 ARL6IP5	
Proteins	Q9P2U7	UniProt:Q9P2U7 SLC17A7	
Proteins	Q02410	UniProt:Q02410 APBA1	
Proteins	O14936	UniProt:O14936 CASK	
Proteins	O14910	UniProt:O14910 LIN7A	
Proteins	Q9HAP6	UniProt:Q9HAP6 LIN7B	
Proteins	Q9NUP9	UniProt:Q9NUP9 LIN7C	
Proteins	Q02083	UniProt:Q02083 NAAA	
Proteins	Q9H2H9	UniProt:Q9H2H9 SLC38A1	
Proteins	P15104	UniProt:P15104 GLUL	
Proteins	P46098	UniProt:P46098 HTR3A	
Proteins	Q8WXA8	UniProt:Q8WXA8 HTR3C	
Proteins	O95264	UniProt:O95264 HTR3B	
Proteins	A5X5Y0	UniProt:A5X5Y0 HTR3E	
Proteins	Q70Z44	UniProt:Q70Z44 HTR3D	
Proteins	O75311	UniProt:O75311 GLRA3	
Proteins	P23416	UniProt:P23416 GLRA2	
Proteins	P23415	UniProt:P23415 GLRA1	
Proteins	P48167	UniProt:P48167 GLRB	
Proteins	Q05901	UniProt:Q05901 CHRNB3	
Proteins	P30926	UniProt:P30926 CHRNB4	
Proteins	Q15825	UniProt:Q15825 CHRNA6	
Proteins	P43681	UniProt:P43681 CHRNA4	
Proteins	P32297	UniProt:P32297 CHRNA3	
Proteins	P30532	UniProt:P30532 CHRNA5	
Proteins	P17787	UniProt:P17787 CHRNB2	
Proteins	P02708	UniProt:P02708 CHRNA1	
Proteins	Q15822	UniProt:Q15822 CHRNA2	
Proteins	Q07001	UniProt:Q07001 CHRND	
Proteins	Q04844	UniProt:Q04844 CHRNE	
Proteins	P07510	UniProt:P07510 CHRNG	
Proteins	P36544	UniProt:P36544 CHRNA7	
Proteins	Q9UGM1	UniProt:Q9UGM1 CHRNA9	
Proteins	P35609	UniProt:P35609 ACTN2	
Proteins	P07196	UniProt:P07196 NEFL	
Proteins	Q13224	UniProt:Q13224 GRIN2B	
Proteins	Q05586	UniProt:Q05586 GRIN1	
Proteins	O15399	UniProt:O15399 GRIN2D	
Proteins	Q12879	UniProt:Q12879 GRIN2A	
Proteins	Q14957	UniProt:Q14957 GRIN2C	
Proteins	P78352	UniProt:P78352 DLG4	
Proteins	Q12959	UniProt:Q12959 DLG1	
Proteins	Q15700	UniProt:Q15700 DLG2	
Proteins	Q92796	UniProt:Q92796 DLG3	
Proteins	Q96NW7	UniProt:Q96NW7 LRRC7	
Proteins	Q13555	UniProt:Q13555 CAMK2G	
Proteins	Q13557	UniProt:Q13557 CAMK2D	
Proteins	Q13554	UniProt:Q13554 CAMK2B	
Proteins	Q9UQM7	UniProt:Q9UQM7 CAMK2A	
Proteins	P42261	UniProt:P42261 GRIA1	
Proteins	P42262	UniProt:P42262 GRIA2	
Proteins	P48058	UniProt:P48058 GRIA4	
Proteins	P42263	UniProt:P42263 GRIA3	
Proteins	P0DP23	UniProt:P0DP23 CALM1	
Proteins	Q13972	UniProt:Q13972 RASGRF1	
Proteins	O14827	UniProt:O14827 RASGRF2	
Proteins	P01116-2	UniProt:P01116-2 KRAS	
Proteins	P01111	UniProt:P01111 NRAS	
Proteins	P01116-1	UniProt:P01116-1 KRAS	
Proteins	P01112	UniProt:P01112 HRAS	
Proteins	Q9UK32	UniProt:Q9UK32 RPS6KA6	
Proteins	Q15418	UniProt:Q15418 RPS6KA1	
Proteins	Q15349	UniProt:Q15349 RPS6KA2	
Proteins	P51812	UniProt:P51812 RPS6KA3	
Proteins	P16220	UniProt:P16220 CREB1	
Proteins	P27361	UniProt:P27361 MAPK3	
Proteins	P28482	UniProt:P28482 MAPK1	
Proteins	O15530	UniProt:O15530 PDPK1	
Proteins	Q92686	UniProt:Q92686 NRGN	
Proteins	P12931	UniProt:P12931 SRC	
Proteins	Q15303-3	UniProt:Q15303-3 ERBB4	
Proteins	Q02297	UniProt:Q02297 NRG1	
Proteins	Q15303-2	UniProt:Q15303-2 ERBB4	
Proteins	Q15303-1	UniProt:Q15303-1 ERBB4	
Proteins	P13861	UniProt:P13861 PRKAR2A	
Proteins	P31323	UniProt:P31323 PRKAR2B	
Proteins	P10644	UniProt:P10644 PRKAR1A	
Proteins	P31321	UniProt:P31321 PRKAR1B	
Proteins	P17612	UniProt:P17612 PRKACA	
Proteins	P22694	UniProt:P22694 PRKACB	
Proteins	P22612	UniProt:P22612 PRKACG	
Proteins	P40145	UniProt:P40145 ADCY8	
Proteins	Q08828	UniProt:Q08828 ADCY1	
Proteins	P51817	UniProt:P51817 PRKX	
Proteins	Q96RR4	UniProt:Q96RR4 CAMKK2	
Proteins	Q13131	UniProt:Q13131 PRKAA1	
Proteins	P54646	UniProt:P54646 PRKAA2	
Proteins	Q9Y478	UniProt:Q9Y478 PRKAB1	
Proteins	O43741	UniProt:O43741 PRKAB2	
Proteins	Q9UGJ0	UniProt:Q9UGJ0 PRKAG2	
Proteins	P54619	UniProt:P54619 PRKAG1	
Proteins	Q9UGI9	UniProt:Q9UGI9 PRKAG3	
Proteins	Q9BUF5	UniProt:Q9BUF5 TUBB6	
Proteins	Q13885	UniProt:Q13885 TUBB2A	
Proteins	P68371	UniProt:P68371 TUBB4B	
Proteins	Q9H4B7	UniProt:Q9H4B7 TUBB1	
Proteins	Q13509	UniProt:Q13509 TUBB3	
Proteins	Q9BVA1	UniProt:Q9BVA1 TUBB2B	
Proteins	Q3ZCM7	UniProt:Q3ZCM7 TUBB8	
Proteins	P04350	UniProt:P04350 TUBB4A	
Proteins	A6NNZ2	UniProt:A6NNZ2 TUBB8B	
Proteins	Q9NY65	UniProt:Q9NY65 TUBA8	
Proteins	Q9H853	UniProt:Q9H853 TUBA4B	
Proteins	A6NHL2	UniProt:A6NHL2 TUBAL3	
Proteins	Q6PEY2	UniProt:Q6PEY2 TUBA3E	
Proteins	P68363	UniProt:P68363 TUBA1B	
Proteins	Q71U36	UniProt:Q71U36 TUBA1A	
Proteins	Q9BQE3	UniProt:Q9BQE3 TUBA1C	
Proteins	P0DPH7	UniProt:P0DPH7 TUBA3C	
Proteins	P0DPH8	UniProt:P0DPH8 TUBA3D	
Proteins	P68366	UniProt:P68366 TUBA4A	
Proteins	P10636-8	UniProt:P10636-8 MAPT	
Proteins	P52292	UniProt:P52292 KPNA2	
Proteins	Q16566	UniProt:Q16566 CAMK4	
Proteins	Q8N5S9	UniProt:Q8N5S9 CAMKK1	
Proteins	Q14012	UniProt:Q14012 CAMK1	
Proteins	Q9Y2X7	UniProt:Q9Y2X7 GIT1	
Proteins	Q14155-1	UniProt:Q14155-1 ARHGEF7	
Proteins	P63000	UniProt:P63000 RAC1	
Proteins	O60391	UniProt:O60391 GRIN3B	
Proteins	Q8TCU5	UniProt:Q8TCU5 GRIN3A	
Proteins	Q9P2E2	UniProt:Q9P2E2 KIF17	
Proteins	Q8NFP9	UniProt:Q8NFP9 NBEA	
Proteins	Q8WY54	UniProt:Q8WY54 PPM1E	
Proteins	P49593	UniProt:P49593 PPM1F	
Proteins	Q13003	UniProt:Q13003 GRIK3	
Proteins	Q01970	UniProt:Q01970 PLCB3	
Proteins	Q9NQ66	UniProt:Q9NQ66 PLCB1	
Proteins	Q00722	UniProt:Q00722 PLCB2	
Proteins	Q13002	UniProt:Q13002 GRIK2	
Proteins	P39086	UniProt:P39086 GRIK1	
Proteins	Q16099	UniProt:Q16099 GRIK4	
Proteins	P61601	UniProt:P61601 NCALD	
Proteins	Q16478	UniProt:Q16478 GRIK5	
Proteins	Q99928	UniProt:Q99928 GABRG3	
Proteins	P18507	UniProt:P18507 GABRG2	
Proteins	P28472	UniProt:P28472 GABRB3	
Proteins	P18505	UniProt:P18505 GABRB1	
Proteins	P47870	UniProt:P47870 GABRB2	
Proteins	P14867	UniProt:P14867 GABRA1	
Proteins	P47869	UniProt:P47869 GABRA2	
Proteins	O43307	UniProt:O43307 ARHGEF9	
Proteins	Q16445	UniProt:Q16445 GABRA6	
Proteins	P34903	UniProt:P34903 GABRA3	
Proteins	P48169	UniProt:P48169 GABRA4	
Proteins	P31644	UniProt:P31644 GABRA5	
Proteins	Q9UN88	UniProt:Q9UN88 GABRQ	
Proteins	P24046	UniProt:P24046 GABRR1	
Proteins	A8MPY1	UniProt:A8MPY1 GABRR3	
Proteins	P28476	UniProt:P28476 GABRR2	
Proteins	Q9Y639	UniProt:Q9Y639 NPTN	
Proteins	P08754	UniProt:P08754 GNAI3	
Proteins	P63096	UniProt:P63096 GNAI1	
Proteins	P04899	UniProt:P04899 GNAI2	
Proteins	A8MTJ3	UniProt:A8MTJ3 GNAT3	
Proteins	P51828	UniProt:P51828 ADCY7	
Proteins	O43306	UniProt:O43306 ADCY6	
Proteins	Q08462	UniProt:Q08462 ADCY2	
Proteins	O60503	UniProt:O60503 ADCY9	
Proteins	Q8NFM4	UniProt:Q8NFM4 ADCY4	
Proteins	O60266	UniProt:O60266 ADCY3	
Proteins	O95622	UniProt:O95622 ADCY5	
Proteins	P38405	UniProt:P38405 GNAL	
Proteins	Q9H4G0	UniProt:Q9H4G0 EPB41L1	
Proteins	Q00987	UniProt:Q00987 MDM2	
Proteins	O60359	UniProt:O60359 CACNG3	
Proteins	Q8WXS5	UniProt:Q8WXS5 CACNG8	
Proteins	Q9UM54	UniProt:Q9UM54 MYO6	
Proteins	P24588	UniProt:P24588 AKAP5	
Proteins	P05129	UniProt:P05129 PRKCG	
Proteins	P17252	UniProt:P17252 PRKCA	
Proteins	P05771	UniProt:P05771 PRKCB	
Proteins	P53680-1	UniProt:P53680-1 AP2S1	
Proteins	P63010-1	UniProt:P63010-1 AP2B1	
Proteins	O95782	UniProt:O95782 AP2A1	
Proteins	O94973-3	UniProt:O94973-3 AP2A2	
Proteins	Q96CW1-2	UniProt:Q96CW1-2 AP2M1	
Proteins	Q9C0E4	UniProt:Q9C0E4 GRIP2	
Proteins	Q9Y3R0	UniProt:Q9Y3R0 GRIP1	
Proteins	Q9NRD5	UniProt:Q9NRD5 PICK1	
Proteins	P46459	UniProt:P46459 NSF	
Proteins	P41732	UniProt:P41732 TSPAN7	
Proteins	Q9NZN1	UniProt:Q9NZN1 IL1RAPL1	
Proteins	Q9NP60	UniProt:Q9NP60 IL1RAPL2	
Proteins	P23468	UniProt:P23468 PTPRD	
Proteins	P10586	UniProt:P10586 PTPRF	
Proteins	Q13332	UniProt:Q13332 PTPRS	
Proteins	Q9NT99	UniProt:Q9NT99 LRRC4B	
Proteins	Q16288	UniProt:Q16288 NTRK3	
Proteins	Q9NPH3-1	UniProt:Q9NPH3-1 IL1RAP	
Proteins	Q9H5Y7	UniProt:Q9H5Y7 SLITRK6	
Proteins	Q96PX8	UniProt:Q96PX8 SLITRK1	
Proteins	O94933	UniProt:O94933 SLITRK3	
Proteins	Q9H156	UniProt:Q9H156 SLITRK2	
Proteins	Q8IW52	UniProt:Q8IW52 SLITRK4	
Proteins	O94991	UniProt:O94991 SLITRK5	
Proteins	Q86W92	UniProt:Q86W92 PPFIBP1	
Proteins	Q8ND30	UniProt:Q8ND30 PPFIBP2	
Proteins	O75955	UniProt:O75955 FLOT1	
Proteins	Q14254	UniProt:Q14254 FLOT2	
Proteins	Q9BTN0	UniProt:Q9BTN0 LRFN3	
Proteins	Q9ULH4	UniProt:Q9ULH4 LRFN2	
Proteins	Q6PJG9	UniProt:Q6PJG9 LRFN4	
Proteins	Q9P244	UniProt:Q9P244 LRFN1	
Proteins	O95197	UniProt:O95197 RTN3	
Proteins	P58400	UniProt:P58400 NRXN1	
Proteins	Q9P2S2	UniProt:Q9P2S2 NRXN2	
Proteins	Q9Y4C0	UniProt:Q9Y4C0 NRXN3	
Proteins	P58401	UniProt:P58401 NRXN2	
Proteins	Q9HDB5	UniProt:Q9HDB5 NRXN3	
Proteins	Q9ULB1	UniProt:Q9ULB1 NRXN1	
Proteins	Q9NZ94	UniProt:Q9NZ94 NLGN3	
Proteins	Q8N0W4	UniProt:Q8N0W4 NLGN4X	
Proteins	Q8NFZ4	UniProt:Q8NFZ4 NLGN2	
Proteins	Q8N2Q7	UniProt:Q8N2Q7 NLGN1	
Proteins	Q8NFZ3	UniProt:Q8NFZ3 NLGN4Y	
Proteins	Q9Y2H0	UniProt:Q9Y2H0 DLGAP4	
Proteins	O14490	UniProt:O14490 DLGAP1	
Proteins	O95886	UniProt:O95886 DLGAP3	
Proteins	Q9P1A6	UniProt:Q9P1A6 DLGAP2	
Proteins	O43491	UniProt:O43491 EPB41L2	
Proteins	Q9HCM4	UniProt:Q9HCM4 EPB41L5	
Proteins	Q9Y2J2	UniProt:Q9Y2J2 EPB41L3	
Proteins	P11171	UniProt:P11171 EPB41	
Proteins	Q9H0F6	UniProt:Q9H0F6 SHARPIN	
Proteins	Q9BYB0	UniProt:Q9BYB0 SHANK3	
Proteins	Q9Y566	UniProt:Q9Y566 SHANK1	
Proteins	Q9UPX8	UniProt:Q9UPX8 SHANK2	
Proteins	O43166	UniProt:O43166 SIPA1L1	
Proteins	Q8N9I0	UniProt:Q8N9I0 SYT2	
Proteins	Q86SS6	UniProt:Q86SS6 SYT9	
Proteins	Q8IV01	UniProt:Q8IV01 SYT12	
Proteins	O43581	UniProt:O43581 SYT7	
Proteins	Q6XYQ8	UniProt:Q6XYQ8 SYT10	
Proteins	P41594	UniProt:P41594 GRM5	
Proteins	Q13255	UniProt:Q13255 GRM1	
Proteins	Q9NSC5	UniProt:Q9NSC5 HOMER3	
Proteins	Q9NSB8	UniProt:Q9NSB8 HOMER2	
Proteins	Q86YM7	UniProt:Q86YM7 HOMER1	
Proteins	Q86VH4	UniProt:Q86VH4 LRRTM4	
Proteins	O43300	UniProt:O43300 LRRTM2	
Proteins	Q86UE6	UniProt:Q86UE6 LRRTM1	
Proteins	Q86VH5	UniProt:Q86VH5 LRRTM3	
Proteins	Q9BUH8	UniProt:Q9BUH8 BEGAIN	
Proteins	Q9UJU6	UniProt:Q9UJU6 DBNL	
Proteins	Q96HC4	UniProt:Q96HC4 PDLIM5	
Proteins	P61764	UniProt:P61764 STXBP1	
Proteins	Q99767	UniProt:Q99767 APBA2	
Proteins	O96018	UniProt:O96018 APBA3	
